"","content","meta"
"text.AFONSO.P_2008_FISH.RES",spatial patterns reproductive traits temperate parrotfish sparisoma cretense reproductive biology mating system habitat sparisoma cretense marine reserves reproductive biology social behaviour parrotfish sparisoma cretense studied azores islands northeast atlantic characterize spawning season general reproductive biology region clarify species mating system associated spawning behaviours evaluate relationship reproductive traits habitat features s cretense exhibits dual mating system males hold female harems within year round territories live multi male groups group behaviour predominates smaller size classes territoriality larger size classes males mature become territorial earlier life females best territories held larger males two behavioural modes usually spatially segregated larger territorial fish preferring exposed deeper reef ledges group fish occupying shallower protected habitats however frequently interact overlap space especially reproduction summer findings indicate highly competitive system suggest high quality spawning sites important reproductive success types fish patchiness habitat along shorelines determines relative distribution equilibrium territorial versus group fish complexity relationship social structure habitat might impact populations productivity influence success marine protected areas species,list(author = character(0), datetimestamp = list(sec = 17.7897210121155, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "AFONSO P_2008_FISH RES", language = "en", origin = character(0))
"text.AGUILERA.LEC_2023_HIDROBIOLOGICA", mesophotic ecosystem archipelago espíritu santo refuge climate change climate change conservation deep reef ecology ecosystem degradation ecosystem services background coastal environments intertidal zone rocky coral reefs exposed natural disturbances tides storms hurricanes cyclones human activities fishing tourism pollution deep reef refuge hypothesis posits organisms can inhabit greater depths less vulnerable anthropogenic impacts greenhouse warming sea surface ocean acidification caused increased partial pressure co consequently deep rocky coral reefs can function insurance effects climate change objective analyse biotic abiotic variables mesophotic ecosystem archipelago espíritu santo assess refuge climate change related disturbances methods bathymetry profiles temperature salinity dissolved oxygen determination euphotic zone sampling shallow deep waters collecting water analysis carbonate system video transects remotely operated vehicles identification benthic species estimation abundance including commercial importance conservation calculation ecological indices reef functional index results deepest recorded point m shallowest mesophotic zone m temperature show stratification either april october salinity registers peak near m depth dissolved oxygen decreases m w aragonite spatial variation structural indices benthic community reef functional index conclusions sharp spatial variations within locality limiting assertion mesophotic ecosystems can serve refuge climate change,list(author = character(0), datetimestamp = list(sec = 17.7897388935089, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "AGUILERA LEC_2023_HIDROBIOLOGICA", language = "en", origin = character(0))
"text.ALBANO.PG_2020_BIODIVERS.CONSERV",low diversity poorly explored mesophotic molluscs highlight undersampling eastern mediterranean mollusca mesophotic zone twilight zone sponge reefs levantine basin mesophotic assemblages next frontier marine exploration mediterranean sea located recreational scuba diving depths difficult access host diverse array habitats structured large invertebrate species eastern mediterranean much less explored western part basin mesophotic habitats virtually unknown describe two mesophotic m depth molluscan assemblages rocky reef soft substrate northern israel record species first records israel increase overall marine molluscan diversity five species reported recent surveys nearby lebanon suggesting results robust broader scale study area reported west east declining diversity gradient mediterranean needs reappraisal based proper sampling eastern basin found four non indigenous species represented seven specimens results suggest pristine native assemblages still thrive depth israel contrast shallow subtidal heavily affected global warming biological invasions calling strong conservation actions valuable vulnerable habitats,list(author = character(0), datetimestamp = list(sec = 17.7897560596466, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ALBANO PG_2020_BIODIVERS CONSERV", language = "en", origin = character(0))
"text.ALBANO.PG_2021_PROC.R.SOC.B.BIOL.SCI",native biodiversity collapse eastern mediterranean biodiversity collapse mediterranean sea mollusca lessepsian invasion novel ecosystem global warming causes poleward shift trailing edges marine ectotherm species distributions semi enclosed mediterranean sea continental masses oceanographic barriers allow natural connectivity thermophilic species pools trailing edges retreat net diversity loss occurs quantify loss israeli shelf among warmest areas mediterranean comparing current native molluscan richness historical one obtained surficial death assemblages recorded historically present native species shallow subtidal soft hard substrates respectively largest climate driven regional scale diversity loss oceans documented date contrast assemblages intertidal tolerant climatic extremes cooler mesophotic zone show approximately historical native richness importantly approximately recorded shallow subtidal native species reach reproductive size making shallow shelf demographic sink predict climate warms native biodiversity collapse will intensify expand geographically counteracted indo pacific species entering suez canal assemblages shaped climate warming biological invasions give rise novel ecosystem whose restoration historical baselines achievable,list(author = character(0), datetimestamp = list(sec = 17.7897729873657, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ALBANO PG_2021_PROC R SOC B-BIOL SCI", language = "en", origin = character(0))
"text.ALBELDA.RL_2020_REG.STUD.MAR.SCI",juvenile scleractinian assemblage association adults benthos shallow upper mesophotic depths fringing atoll reefs philippines benthic coral juvenile mesophotic philippines scleractinian juvenile stage critical part scleractinians life history highly vulnerable various post settlement mortality processes influence structure adult scleractinian assemblages although numerous studies done understand dynamics juvenile assemblages shallow water reefs swrs similar studies deeper less explored reefs mesophotic coral ecosystems mces remain limited using diver based photo quadrat method aimed examine juvenile scleractinian assemblages vary swrs shallow m middle m upper mces deep m fringing atoll reefs apo reef natural park philippines also aimed understand potential association juvenile scleractinian densities adult scleractinian densities benthic cover total families recorded juveniles adults poritidae abundant followed pocilloporidae acroporidae merulinidae juveniles juvenile densities ranging individualsm varied among depth zone reef type interactions bimodal distribution middle zone lowest density compared shallow deep zones juvenile densities correlated benthic cover particularly high algal cover middle zone availability bare hard substrate shallow zone adult densities also correlated juvenile densities commonly middle zone emphasizing one many variables contribute juvenile assemblages study first document juvenile scleractinian assemblages vary swrs mces philippines coral triangle demonstrates importance benthos adult brood stock shaping juvenile scleractinian assemblages across depth zones,list(author = character(0), datetimestamp = list(sec = 17.7897899150848, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ALBELDA RL_2020_REG STUD MAR SCI", language = "en", origin = character(0))
"text.ALF.A_2010_NAUTILUS",new species bolma gastropoda vetigastropoda turbinidae tropical deep sea na five new species bolma described three new caledonia one mozambique one french polynesia deep reef m bathyal m depths four new species sequenced holotypes also voucher specimens coi sequences thus contributing new generation name bearing types descriptions names provided advance forthcoming shell based revision genus bolma advance detailed molecular morphology based study bolma new caledonian waters,list(author = character(0), datetimestamp = list(sec = 17.7898080348969, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ALF A_2010_NAUTILUS", language = "en", origin = character(0))
"text.ALONGI.DM_2011_CONT.SHELF.RES",strong tidal currents labile organic matter stimulate benthic decomposition carbonate fluxes southern great barrier reef shelf aerobic respiration carbon cycling carbonate manganese reduction nitrogen cycling tidal currents southern great barrier reef gbr shelf characterized sharp across shelf gradient terrigenous marine derived organic matter presence outer shelf pompey reef complex prc prc runs parallel shelf edge consists many narrow turbid channels strong tidal currents eddies foster high suspended loads phytoplankton production sustain lush gardens suspension feeding benthic communities rates pathways benthic carbon decomposition carbonate kinetics relation characteristics measured across shelf flux rates dic o mn dissolved inorganic nutrients across sediment–water interface rapid increasing inshore peaking channels within prc rates dic mean mmol m− d− range – production mean mmol m− d− range – incubated sediments rapid compared shelves sulfate reduction mean mmol s m− d− range – iron reduction mean mmol fe m− d− range – minor diagenetic pathways measured inshore mid shelf deposits manganese reduction mean mmol mn m− d− range – second important pathway sites seaward inner shelf dominated aerobic respiration – total c oxidation detectable production either ch rates o consumption rapid mean mmol m− d− range – percentage o involved chemical oxidation declining inshore shelf edge inshore mid shelf reefs ≈ remineralized dic involved carbonate dissolution whereas ≈ involved authigenic mineral formation outer shelf shelf edge n production rapid much greater nitrogen fixation neither showed across shelf patterns high tidal energy within prc leads increased exposure high quality organic matter microbes oxygen fostering rapid rates aerobic respiration manganese reduction carbonate dissolution data supports notion tropical shelves act efficient incinerators organic matter,list(author = character(0), datetimestamp = list(sec = 17.789824962616, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ALONGI DM_2011_CONT SHELF RES", language = "en", origin = character(0))
"text.ALVARADO.EA_2022_ALGAE",unveiling mesophotic diversity hawaii two new species genera halopeltis leptofauchea rhodymeniales rhodophyta biodiversity faucheaceae morphology phylogeny red algae rhodymeniaceae two genera rhodymeniales halopeltis leptofauchea reported first time hawaiian islands represent deepest records genera molecular phylogenetic analyses cytochrome oxidase sub unit coi rbcl large subunit ribosomal dna lsu sequences hawaiian specimens leptofauchea revealed one well supported clade hawaiian specimens three additional lineages one clades described leptofauchea huawelau sp nov thus far known mesophotic depths penguin bank main hawai ian islands l huawelau sp nov cm largest known species additional lineage identified lsu rbcl analyses corresponds recently described l lucida western australia new record hawaii hawaiian halopeltis formed well supported clade along h adnata korea recently described h tanakae mesophotic depths japan h willisii north carolina described halopeltis nua hilihilia sp nov h nuahilihilia sp nov distinctive morphology narrow vegetative axes harbor constrictions along length current distribution h nuahilihilia includes mesophotic depths around w maui w molokai island hawaii main hawaiian islands reproductive characters observed small number specimens available however species distinct based phylogeny morphology descrip tions emphasize hawaiian mesophotic zone location harboring many undescribed species marine macroalgae,list(author = character(0), datetimestamp = list(sec = 17.7898409366608, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ALVARADO EA_2022_ALGAE", language = "en", origin = character(0))
"text.AMADO.FILHO.GM_2012_AQUAT.BOT",occurrence distribution rhodolith beds fernando de noronha archipelago brazil rhodolith mesophotic zone southwestern atlantic ocean fernando de noronha malacanthus plumieri carbonate banks associated depth window m major oceans world crustose coralline algae cca well recognized important carbonate builders tropical southwestern atlantic continental shelf forming structural reefs extensive rhodolith beds brazilian fernando de noronha archipelago fna surrounded poorly known insular shelf mesophotic reefs m depth study used remotely operated vehicle rov scuba diving survey benthic features sites fna found rhodolith beds represent main habitats insular shelves archipelago m depth six coralline algae species identified forming rhodoliths mean abundance rhodoliths ranged mean se ind m mean diameter varied cm live surface always greater addition observed mounds built sand tilefish malacanthus plumieri bloch m bed boundaries suggesting m plumieri populations play important role dispersion rhodoliths across fna shelf,list(author = character(0), datetimestamp = list(sec = 17.7898581027985, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "AMADO-FILHO GM_2012_AQUAT BOT", language = "en", origin = character(0))
"text.AMADO.FILHO.GM_2016_MAR.BIODIVERS",mesophotic ecosystems unique south atlantic atoll composed rhodolith beds scattered consolidated reefs rocas atoll crustose coralline algae step shaped reefs connectivity rocas atoll atoll south atlantic one smallest atolls world mainly built coralline algae even unique world reefs mesophotic zone ie m depth never described first time surveyed bottom features rocas atoll mesophotic zone using side scan sonar remotely operated vehicle trimix diving rhodolith beds main habitat observed composed mainly crustose coralline algae presenting different patterns bed structure deeper areas m rhodoliths coalesced patches similar m shallow areas m typical pattern free living rhodoliths predominated depths m marked transitional zones step shaped carbonate reefs discovered addition describing rhodolith beds formation carbonate reefs coalescence rhodoliths highlight importance oceanic areas one investigated excellent models testing understanding influence rhodolith beds supporting marine biodiversity promoting demographic connectivity shallow mesophotic reefs,list(author = character(0), datetimestamp = list(sec = 17.7898750305176, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "AMADO-FILHO GM_2016_MAR BIODIVERS", language = "en", origin = character(0))
"text.ANDRADE.BRAGA.MD_2021_MAR.POLLUT.BULL",retirement risks invasive coral old oil platform brazilian equatorial continental shelf invasive species oil gas industry decommissioning oil platforms biofouling coral reefs objective study report first time presence invasive coral tubastraea tagusensis oil platform brazilian equatorial continental shelf structure located km north oil gas structures colonized coral also discussed retirement decommissioning old biofouling encrusted oil gas platforms similar platforms decreased production current oil crisis exacerbated covid pandemic presents ecological concern due invasive coral range expansion potential impacts poorly studied ecosystems marginal shallow water coral reefs mesophotic ecosystems imperative mindful risk analysis rigorous environmental studies must precede installation new oil gas platforms addition decommissioning retired structures take consideration marine restoration non indigenous species dispersal specifically tubastraea bioinvasion,list(author = character(0), datetimestamp = list(sec = 17.7898919582367, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ANDRADE BRAGA MD_2021_MAR POLLUT BULL", language = "en", origin = character(0))
"text.ANDRADI.BROWN.DA_2016_PLOS.ONE",assessing caribbean shallow mesophotic reef fish communities using baited remote underwater video bruv diver operated video dov survey techniques na fish surveys form backbone reef monitoring management initiatives throughout tropics understanding patterns biases techniques crucial outputs address key objectives optimally often biases consistent across natural environmental gradients depth leading uncertainty interpretation results recently much interest mesophotic reefs reefs m depth refuge habitats fishing pressure leading many comparisons reef fish communities depth gradients compare fish communities using stereo video footage recorded via baited remote underwater video bruv diver operated video dov systems shallow mesophotic reefs mesoamerican barrier reef caribbean show inconsistent responses across families species trophic groups methods across depth gradient fish species family richness higher using bruv depth ranges suggesting bruv appropriate recording components fish community fish length distributions different methods shallow reefs yet bruv recorded small fish mesophotic reefs however dov consistently recorded greater relative fish community biomass herbivores suggesting studies focusing herbivores consider using dov results highlight importance considering component reef fish community researchers managers interested surveying deciding survey technique use across natural gradients depth,list(author = character(0), datetimestamp = list(sec = 17.7899079322815, min = 37, hour = 1, mday = 26, mon = 10, year = 125, wday = 3, yday = 329, isdst = 0, zone = "GMT", gmtoff = 0), description = character(0), heading = character(0), id = "ANDRADI-BROWN DA_2016_PLOS ONE", language = "en", origin = character(0))
